Ticker,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Exchange,CQS Symbol,NASDAQ Symbol
AIRS,"AIRSCULPT TECHNOLOGIES, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
AIRT,"AIR T, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
AIRTP,"AIR T, INC. - TRUST PREFERRED SECURITIES",G,N,N,100,N,N,Q,,
AISP,"AIRSHIP AI HOLDINGS, INC - CLASS A COMMON STOCK",G,N,N,100,N,N,Q,,
AISPW,"AIRSHIP AI HOLDINGS, INC - WARRANTS",S,N,N,100,N,N,Q,,
AIT,"APPLIED INDUSTRIAL TECHNOLOGIES, INC. COMMON STOCK",,N,,100,N,,N,AIT,AIT
AIV,APARTMENT INVESTMENT AND MANAGEMENT COMPANY COMMON STOCK,,N,,100,N,,N,AIV,AIV
AIXI,XIAO-I CORPORATION - AMERICAN DEPOSITARY SHARES,G,N,N,100,N,N,Q,,
AIZ,"ASSURANT, INC. COMMON STOCK",,N,,100,N,,N,AIZ,AIZ
AIZN,"ASSURANT, INC. 5.25% SUBORDINATED NOTES DUE 2061",,N,,100,N,,N,AIZN,AIZN
AJG,ARTHUR J. GALLAGHER & CO. COMMON STOCK,,N,,100,N,,N,AJG,AJG
AKA,A.K.A. BRANDS HOLDING CORP. COMMON STOCK,,N,,100,N,,N,AKA,AKA
AKAM,"AKAMAI TECHNOLOGIES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AKAN,AKANDA CORP. - COMMON SHARES,S,N,N,100,N,N,Q,,
AKBA,"AKEBIA THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
AKO.A,EMBOTELLADORA ANDINA S.A. COMMON STOCK,,N,,100,N,,N,AKO.A,AKO.A
AKO.B,EMBOTELLADORA ANDINA S.A. COMMON STOCK,,N,,100,N,,N,AKO.B,AKO.B
AKR,ACADIA REALTY TRUST COMMON STOCK,,N,,100,N,,N,AKR,AKR
AKRO,"AKERO THERAPEUTICS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AKTX,AKARI THERAPEUTICS PLC - AMERICAN DEPOSITARY SHARES,S,N,N,100,N,N,Q,,
AL,AIR LEASE CORPORATION CLASS A COMMON STOCK,,N,,100,N,,N,AL,AL
ALAB,"ASTERA LABS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALAR,ALARUM TECHNOLOGIES LTD. - AMERICAN DEPOSITARY SHARES,S,N,N,100,N,N,Q,,
ALB,ALBEMARLE CORPORATION COMMON STOCK,,N,,100,N,,N,ALB,ALB
ALB$A,ALBEMARLE CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/20TH OF 7.25% SERIES A MANDATORY CONVERTIBLE PREFERRED STOCK,,N,,100,N,,N,ALBPA,ALB-A
ALBT,AVALON GLOBOCARE CORP. - COMMON STOCK,S,N,D,100,N,N,Q,,
ALC,ALCON INC. ORDINARY SHARES,,N,,100,N,,N,ALC,ALC
ALCO,"ALICO, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALCY,ALCHEMY INVESTMENTS ACQUISITION CORP 1 - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
ALCYU,ALCHEMY INVESTMENTS ACQUISITION CORP 1 - UNITS,S,N,N,100,N,N,Q,,
ALCYW,ALCHEMY INVESTMENTS ACQUISITION CORP 1 - WARRANTS,S,N,N,100,N,N,Q,,
ALDF,ALDEL FINANCIAL II INC. - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
ALDFU,ALDEL FINANCIAL II INC. - UNITS,G,N,N,100,N,N,Q,,
ALDFW,ALDEL FINANCIAL II INC. - WARRANTS,G,N,N,100,N,N,Q,,
ALDX,"ALDEYRA THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
ALE,"ALLETE, INC.",,N,,100,N,,N,ALE,ALE
ALEC,"ALECTOR, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALEX,"ALEXANDER & BALDWIN, INC. COMMON STOCK REIT HOLDING COMPANY",,N,,100,N,,N,ALEX,ALEX
ALF,CENTURION ACQUISITION CORP. - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
ALFUU,CENTURION ACQUISITION CORP. - UNIT,G,N,N,100,N,N,Q,,
ALFUW,CENTURION ACQUISITION CORP. - WARRANT,G,N,N,100,N,N,Q,,
ALG,"ALAMO GROUP, INC. COMMON STOCK",,N,,100,N,,N,ALG,ALG
ALGM,"ALLEGRO MICROSYSTEMS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALGN,"ALIGN TECHNOLOGY, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALGS,"ALIGOS THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
ALGT,ALLEGIANT TRAVEL COMPANY - COMMON STOCK,Q,N,N,100,N,N,Q,,
ALHC,"ALIGNMENT HEALTHCARE, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALIT,"ALIGHT, INC. CLASS A COMMON STOCK",,N,,100,N,,N,ALIT,ALIT
ALK,"ALASKA AIR GROUP, INC. COMMON STOCK",,N,,100,N,,N,ALK,ALK
ALKS,ALKERMES PLC - ORDINARY SHARES,Q,N,N,100,N,N,Q,,
ALKT,"ALKAMI TECHNOLOGY, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALL,ALLSTATE CORPORATION (THE) COMMON STOCK,,N,,100,N,,N,ALL,ALL
ALL$B,ALLSTATE CORPORATION (THE) 5.100% FIXED-TO-FLOATING RATE SUBORDINATED DEBENTURES DUE 2053,,N,,100,N,,N,ALLPB,ALL-B
ALL$H,"ALLSTATE CORPORATION (THE) DEPOSITARY SHARES EACH REPRESENTING A 1/1,000TH INTEREST IN A SHARE OF FIXED RATE NONCUMULATIVE PERPETUAL PREFERRED STOCK, SERIES H",,N,,100,N,,N,ALLPH,ALL-H
ALL$I,"ALLSTATE CORPORATION (THE) DEPOSITARY SHARES EACH REPRESENTING A 1/1,000TH INTEREST IN A SHARE OF FIXED RATE NONCUMULATIVE PERPETUAL PREFERRED STOCK, SERIES I",,N,,100,N,,N,ALLPI,ALL-I
ALL$J,"ALLSTATE CORPORATION (THE) DEPOSITARY SHARES EACH REPRESENTING A 1/1,000TH INTEREST IN A SHARE OF FIXED RATE NONCUMULATIVE PERPETUAL PREFERRED STOCK, SERIES J",,N,,100,N,,N,ALLPJ,ALL-J
ALLE,ALLEGION PLC ORDINARY SHARES,,N,,100,N,,N,ALLE,ALLE
ALLO,"ALLOGENE THERAPEUTICS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALLR,"ALLARITY THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
ALLT,ALLOT LTD. - ORDINARY SHARES,Q,N,N,100,N,N,Q,,
ALLY,ALLY FINANCIAL INC. COMMON STOCK,,N,,100,N,,N,ALLY,ALLY
ALM,ALMONTY INDUSTRIES INC. - COMMON SHARES,S,N,N,100,N,N,Q,,
ALMS,ALUMIS INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
ALMU,"AELUMA, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
ALNT,ALLIENT INC. - COMMON STOCK,G,N,N,100,N,N,Q,,
ALNY,"ALNYLAM PHARMACEUTICALS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALOT,"ASTRONOVA, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
ALRM,"ALARM.COM HOLDINGS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ALRS,ALERUS FINANCIAL CORPORATION - COMMON STOCK,S,N,N,100,N,N,Q,,
ALSN,"ALLISON TRANSMISSION HOLDINGS, INC. COMMON STOCK",,N,,100,N,,N,ALSN,ALSN
ALT,"ALTIMMUNE, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
ALTG,ALTA EQUIPMENT GROUP INC. CLASS A COMMON STOCK,,N,,100,N,,N,ALTG,ALTG
ALTG$A,ALTA EQUIPMENT GROUP INC. DEPOSITARY SHARES (EACH REPRESENTING 1/1000TH IN A SHARE OF 10% SERIES A CUMULATIVE PERPETUAL PREFERRED STOCK),,N,,100,N,,N,ALTGPA,ALTG-A
ALTI,"ALTI GLOBAL, INC. - CLASS A COMMON STOCK",S,N,N,100,N,N,Q,,
ALTO,"ALTO INGREDIENTS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
ALTS,ALT5 SIGMA CORPORATION - COMMON STOCK,S,N,N,100,N,N,Q,,
ALUR,"ALLURION TECHNOLOGIES, INC. COMMON STOCK",,N,,100,N,,N,ALUR,ALUR
ALUR.W,"ALLURION TECHNOLOGIES, INC. WARRANTS, EACH WHOLE WARRANT EXERCISABLE TO PURCHASE 1.420455 SHARES OF COMMON STOCK AT AN EXERCISE PRICE OF $8.10 PER SHARE OF COMMON STOCK",,N,,100,N,,N,ALUR.WS,ALUR+
ALV,"AUTOLIV, INC. COMMON STOCK",,N,,100,N,,N,ALV,ALV
ALVO,ALVOTECH - ORDINARY SHARES,G,N,N,100,N,N,Q,,
ALVOW,ALVOTECH - WARRANT,G,N,N,100,N,N,Q,,
ALX,"ALEXANDER'S, INC. COMMON STOCK",,N,,100,N,,N,ALX,ALX
ALXO,ALX ONCOLOGY HOLDINGS INC. - COMMON STOCK,Q,N,D,100,N,N,Q,,
ALZN,"ALZAMEND NEURO, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
AM,ANTERO MIDSTREAM CORPORATION COMMON STOCK,,N,,100,N,,N,AM,AM
AMAL,AMALGAMATED FINANCIAL CORP. - COMMON STOCK,G,N,N,100,N,N,Q,,
AMAT,"APPLIED MATERIALS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AMBA,"AMBARELLA, INC. - ORDINARY SHARES",Q,N,N,100,N,N,Q,,
AMBC,"AMBAC FINANCIAL GROUP, INC. COMMON STOCK",,N,,100,N,,N,AMBC,AMBC
AMBP,ARDAGH METAL PACKAGING S.A. ORDINARY SHARES,,N,,100,N,,N,AMBP,AMBP
AMBP.W,"ARDAGH METAL PACKAGING S.A. WARRANTS, EACH EXERCISABLE FOR ONE SHARE AT AN EXERCISE PRICE OF $11.50 PER SHARE",,N,,100,N,,N,AMBP.WS,AMBP+
AMBQ,"AMBIQ MICRO, INC. COMMON STOCK",,N,,100,N,,N,AMBQ,AMBQ
AMBR,AMBER INTERNATIONAL HOLDING LIMITED - AMERICAN DEPOSITARY SHARES,G,N,N,100,N,N,Q,,
AMC,"AMC ENTERTAINMENT HOLDINGS, INC. CLASS A COMMON STOCK",,N,,100,N,,N,AMC,AMC
AMCR,AMCOR PLC ORDINARY SHARES,,N,,100,N,,N,AMCR,AMCR
AMCX,AMC NETWORKS INC. - CLASS A COMMON STOCK,Q,N,D,100,N,N,Q,,
AMD,"ADVANCED MICRO DEVICES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AME,"AMETEK, INC.",,N,,100,N,,N,AME,AME
AMG,"AFFILIATED MANAGERS GROUP, INC. COMMON STOCK",,N,,100,N,,N,AMG,AMG
AMGN,AMGEN INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
AMH,AMERICAN HOMES 4 RENT COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,AMH,AMH
AMH$G,AMERICAN HOMES 4 RENT SERIES G CUMULATIVE REDEEMABLE PERPETUAL PREFERRED SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,AMHPG,AMH-G
AMH$H,AMERICAN HOMES 4 RENT SERIES H CUMULATIVE REDEEMABLE PERPETUAL PREFERRED SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,AMHPH,AMH-H
AMIX,"AUTONOMIX MEDICAL, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
AMKR,"AMKOR TECHNOLOGY, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AMLX,"AMYLYX PHARMACEUTICALS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AMN,AMN HEALTHCARE SERVICES INC,,N,,100,N,,N,AMN,AMN
AMOD,"ALPHA MODUS HOLDINGS, INC. - CLASS A COMMON STOCK",S,N,N,100,N,N,Q,,
AMODW,"ALPHA MODUS HOLDINGS, INC. - WARRANT",S,N,N,100,N,N,Q,,
AMP,"AMERIPRISE FINANCIAL, INC. COMMON STOCK",,N,,100,N,,N,AMP,AMP
AMPG,"AMPLITECH GROUP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
AMPGW,"AMPLITECH GROUP, INC. - WARRANTS",S,N,N,100,N,N,Q,,
AMPH,"AMPHASTAR PHARMACEUTICALS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AMPL,"AMPLITUDE, INC. - CLASS A COMMON STOCK",S,N,N,100,N,N,Q,,
AMPX,"AMPRIUS TECHNOLOGIES, INC. COMMON STOCK",,N,,100,N,,N,AMPX,AMPX
AMPX.W,"AMPRIUS TECHNOLOGIES, INC. WARRANTS TO PURCHASE ONE SHARE OF COMMON STOCK AT AN EXERCISE PRICE OF $11.50 PER SHARE",,N,,100,N,,N,AMPX.WS,AMPX+
AMPY,AMPLIFY ENERGY CORP. COMMON STOCK,,N,,100,N,,N,AMPY,AMPY
AMR,"ALPHA METALLURGICAL RESOURCES, INC. COMMON STOCK",,N,,100,N,,N,AMR,AMR
AMRC,"AMERESCO, INC. CLASS A COMMON STOCK",,N,,100,N,,N,AMRC,AMRC
AMRK,"A-MARK PRECIOUS METALS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AMRN,AMARIN CORPORATION PLC - AMERICAN DEPOSITARY SHARES,S,N,N,100,N,N,Q,,
AMRX,"AMNEAL PHARMACEUTICALS, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
AMRZ,AMRIZE LTD ORDINARY SHARES,,N,,100,N,,N,AMRZ,AMRZ
AMSC,AMERICAN SUPERCONDUCTOR CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
AMSF,"AMERISAFE, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AMST,AMESITE INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
AMT,AMERICAN TOWER CORPORATION (REIT) COMMON STOCK,,N,,100,N,,N,AMT,AMT
AMTB,AMERANT BANCORP INC. CLASS A COMMON STOCK,,N,,100,N,,N,AMTB,AMTB
AMTD,"AMTD IDEA GROUP AMERICAN DEPOSITARY SHARES, EACH REPRESENTING SIX (6) CLASS A ORDINARY SHARES",,N,,100,N,,N,AMTD,AMTD
AMTM,"AMENTUM HOLDINGS, INC. COMMON STOCK",,N,,100,N,,N,AMTM,AMTM
AMTX,"AEMETIS, INC - COMMON STOCK",G,N,N,100,N,N,Q,,
AMWD,AMERICAN WOODMARK CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
AMWL,AMERICAN WELL CORPORATION CLASS A COMMON STOCK,,N,,100,N,,N,AMWL,AMWL
AMX,"AMERICA MOVIL, S.A.B. DE C.V. AMERICAN DEPOSITARY SHARES (EACH REPRESENTING THE RIGHT TO RECEIVE TWENTY (20) SERIES B SHARES",,N,,100,N,,N,AMX,AMX
AMZN,"AMAZON.COM, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AN,"AUTONATION, INC. COMMON STOCK",,N,,100,N,,N,AN,AN
ANAB,"ANAPTYSBIO, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ANDE,"THE ANDERSONS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ANEB,"ANEBULO PHARMACEUTICALS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
ANET,"ARISTA NETWORKS, INC. COMMON STOCK",,N,,100,N,,N,ANET,ANET
ANF,ABERCROMBIE & FITCH COMPANY COMMON STOCK,,N,,100,N,,N,ANF,ANF
ANG$B,"AMERICAN NATIONAL GROUP INC. DEPOSITARY SHARES, EACH REPRESENTING A 1/1,000TH INTEREST IN A SHARE OF 6.625% FIXED-RATE RESET NON-CUMULATIVE PREFERRED STOCK, SERIES B",,N,,100,N,,N,ANGPB,ANG-B
ANG$D,"AMERICAN NATIONAL GROUP INC. DEPOSITARY SHARES, EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF 7.375% FIXED-RATE NON-CUMULATIVE PREFERRED STOCK, SERIES D",,N,,100,N,,N,ANGPD,ANG-D
ANGH,ANGHAMI INC. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
ANGHW,ANGHAMI INC. - WARRANTS,S,N,N,100,N,N,Q,,
ANGI,ANGI INC. - CLASS A COMMON STOCK,Q,N,N,100,N,N,Q,,
ANGO,"ANGIODYNAMICS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ANIK,ANIKA THERAPEUTICS INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
ANIP,"ANI PHARMACEUTICALS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
ANIX,"ANIXA BIOSCIENCES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
ANL,ADLAI NORTYE LTD. - AMERICAN DEPOSITARY SHARES,G,N,N,100,N,N,Q,,
ANNA,"ALEANNA, INC. - CLASS A COMMON STOCK",S,N,N,100,N,N,Q,,
ANNAW,"ALEANNA, INC. - WARRANT",S,N,N,100,N,N,Q,,
ANNX,"ANNEXON, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ANPA,RICH SPARKLE HOLDINGS LIMITED - ORDINARY SHARES,S,N,N,100,N,N,Q,,
ANRO,"ALTO NEUROSCIENCE, INC. COMMON STOCK",,N,,100,N,,N,ANRO,ANRO
ANSC,AGRICULTURE & NATURAL SOLUTIONS ACQUISITION CORPORATION - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
ANSCU,AGRICULTURE & NATURAL SOLUTIONS ACQUISITION CORPORATION - UNIT,G,N,N,100,N,N,Q,,
ANSCW,AGRICULTURE & NATURAL SOLUTIONS ACQUISITION CORPORATION - WARRANT,G,N,N,100,N,N,Q,,
ANTA,ANTALPHA PLATFORM HOLDING COMPANY - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
ANTE,AIRNET TECHNOLOGY INC. - ORDINARY SHARE,S,N,N,100,N,N,Q,,
ANTX,"AN2 THERAPEUTICS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ANVS,"ANNOVIS BIO, INC. COMMON STOCK",,N,,100,N,,N,ANVS,ANVS
ANY,SPHERE 3D CORP. - COMMON SHARES,S,N,D,100,N,N,Q,,
AOD,ABRDN TOTAL DYNAMIC DIVIDEND FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,AOD,AOD
AOMD,"ANGEL OAK MORTGAGE REIT, INC. 9.750% SENIOR NOTES DUE 2030",,N,,100,N,,N,AOMD,AOMD
AOMN,"ANGEL OAK MORTGAGE REIT, INC. 9.500% SENIOR NOTES DUE 2029",,N,,100,N,,N,AOMN,AOMN
AOMR,"ANGEL OAK MORTGAGE REIT, INC. COMMON STOCK",,N,,100,N,,N,AOMR,AOMR
AON,AON PLC CLASS A ORDINARY SHARES (IRELAND),,N,,100,N,,N,AON,AON
AORT,"ARTIVION, INC. COMMON STOCK",,N,,100,N,,N,AORT,AORT
AOS,A.O. SMITH CORPORATION COMMON STOCK,,N,,100,N,,N,AOS,AOS
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LIMITED - COMMON SHARES,Q,N,N,100,N,N,Q,,
AOUT,"AMERICAN OUTDOOR BRANDS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
AP,AMPCO-PITTSBURGH CORPORATION COMMON STOCK,,N,,100,N,,N,AP,AP
APA,APA CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
APAD,A PARADISE ACQUISITION CORP. - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
APADR,A PARADISE ACQUISITION CORP. - RIGHTS,G,N,N,100,N,N,Q,,
APADU,A PARADISE ACQUISITION CORP. - UNIT,G,N,N,100,N,N,Q,,
APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC. CLASS A COMMON STOCK,,N,,100,N,,N,APAM,APAM
APD,"AIR PRODUCTS AND CHEMICALS, INC. COMMON STOCK",,N,,100,N,,N,APD,APD
APDN,"APPLIED DNA SCIENCES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
APEI,"AMERICAN PUBLIC EDUCATION, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
APG,API GROUP CORPORATION COMMON STOCK,,N,,100,N,,N,APG,APG
APGE,"APOGEE THERAPEUTICS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
APH,AMPHENOL CORPORATION COMMON STOCK,,N,,100,N,,N,APH,APH
API,"AGORA, INC. - ADS",Q,N,N,100,N,N,Q,,
APLD,APPLIED DIGITAL CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
APLE,"APPLE HOSPITALITY REIT, INC. COMMON SHARES",,N,,100,N,,N,APLE,APLE
APLM,APOLLOMICS INC. - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
APLMW,APOLLOMICS INC. - WARRANT,S,N,N,100,N,N,Q,,
APLS,"APELLIS PHARMACEUTICALS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
APLT,"APPLIED THERAPEUTICS, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
APM,APTORUM GROUP LIMITED - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
APO,"APOLLO GLOBAL MANAGEMENT, INC. (NEW) COMMON STOCK",,N,,100,N,,N,APO,APO
APO$A,"APOLLO GLOBAL MANAGEMENT, INC. 6.75% SERIES A MANDATORY CONVERTIBLE PREFERRED STOCK",,N,,100,N,,N,APOPA,APO-A
APOG,"APOGEE ENTERPRISES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
APOS,"APOLLO GLOBAL MANAGEMENT, INC. 7.625% FIXED-RATE RESETTABLE JUNIOR SUBORDINATED NOTES DUE 2053",,N,,100,N,,N,APOS,APOS
APP,APPLOVIN CORPORATION - CLASS A COMMON STOCK,Q,N,N,100,N,N,Q,,
APPF,"APPFOLIO, INC. - CLASS A COMMON STOCK",G,N,N,100,N,N,Q,,
APPN,APPIAN CORPORATION - CLASS A COMMON STOCK,G,N,N,100,N,N,Q,,
APPS,"DIGITAL TURBINE, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
APRE,"APREA THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
APTV,APTIV PLC ORDINARY SHARES,,N,,100,N,,N,APTV,APTV
APVO,APTEVO THERAPEUTICS INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
APWC,"ASIA PACIFIC WIRE & CABLE CORPORATION LIMITED  - COMMON SHARES, PAR VALUE .01 PER SHARE",S,N,N,100,N,N,Q,,
APYX,APYX MEDICAL CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
AQB,"AQUABOUNTY TECHNOLOGIES, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
AQMS,"AQUA METALS, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
AQN,ALGONQUIN POWER & UTILITIES CORP. COMMON SHARES,,N,,100,N,,N,AQN,AQN
AQNB,"ALGONQUIN POWER & UTILITIES CORP. 6.20% FIXED-TO-FLOATING SUBORDINATED NOTES SERIES 2019-A DUE JULY 1, 2079",,N,,100,N,,N,AQNB,AQNB
AQST,"AQUESTIVE THERAPEUTICS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
AR,ANTERO RESOURCES CORPORATION COMMON STOCK,,N,,100,N,,N,AR,AR
ARAI,ARRIVE AI INC. - COMMON STOCK,G,N,N,100,N,N,Q,,
ARAY,ACCURAY INCORPORATED - COMMON STOCK,Q,N,N,100,N,N,Q,,
ARBB,ARB IOT GROUP LIMITED - ORDINARY SHARES,S,N,N,100,N,N,Q,,
ARBE,ARBE ROBOTICS LTD. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
ARBEW,ARBE ROBOTICS LTD. - WARRANT,S,N,N,100,N,N,Q,,
ARBK,ARGO BLOCKCHAIN PLC - AMERICAN DEPOSITARY SHARES,Q,N,D,100,N,N,Q,,
ARBKL,ARGO BLOCKCHAIN PLC - 8.75% SENIOR NOTES DUE 2026,G,N,N,100,N,N,Q,,
ARCB,ARCBEST CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
ARCC,ARES CAPITAL CORPORATION - CLOSED END FUND,Q,N,N,100,N,N,Q,,
ARCO,ARCOS DORADOS HOLDINGS INC. CLASS A SHARES,,N,,100,N,,N,ARCO,ARCO
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC. - COMMON STOCK,G,N,N,100,N,N,Q,,
ARDC,"ARES DYNAMIC CREDIT ALLOCATION FUND, INC. COMMON SHARES",,N,,100,N,,N,ARDC,ARDC
ARDT,"ARDENT HEALTH, INC. COMMON STOCK",,N,,100,N,,N,ARDT,ARDT
ARDX,"ARDELYX, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC. COMMON STOCK",,N,,100,N,,N,ARE,ARE
AREB,"AMERICAN REBEL HOLDINGS, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
AREBW,"AMERICAN REBEL HOLDINGS, INC. - WARRANTS",S,N,D,100,N,N,Q,,
AREC,AMERICAN RESOURCES CORPORATION - CLASS A COMMON STOCK,S,N,N,100,N,N,Q,,
ARES,ARES MANAGEMENT CORPORATION CLASS A COMMON STOCK,,N,,100,N,,N,ARES,ARES
ARES$B,ARES MANAGEMENT CORPORATION 6.75% SERIES B MANDATORY CONVERTIBLE PREFERRED STOCK,,N,,100,N,,N,ARESPB,ARES-B
ARGD,"ARGO GROUP INTERNATIONAL HOLDINGS, LTD. 6.5% SENIOR NOTES DUE 2042",,N,,100,N,,N,ARGD,ARGD
ARGO$A,"ARGO GROUP INTERNATIONAL HOLDINGS, INC. DEPOSITARY SHARES, EACH REPRESENTING A 1/1,000TH INTEREST IN A 7.00% RESETTABLE FIXED RATE PREFERENCE SHARE, SERIES A",,N,,100,N,,N,ARGOPA,ARGO-A
ARGX,ARGENX SE - AMERICAN DEPOSITARY SHARES,Q,N,N,100,N,N,Q,,
ARHS,"ARHAUS, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
ARI,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC",,N,,100,N,,N,ARI,ARI
ARIS,"ARIS WATER SOLUTIONS, INC. CLASS A COMMON STOCK",,N,,100,N,,N,ARIS,ARIS
ARKO,ARKO CORP. - COMMON STOCK,S,N,N,100,N,N,Q,,
ARKOW,ARKO CORP. - WARRANT,S,N,N,100,N,N,Q,,
ARKR,ARK RESTAURANTS CORP. - COMMON STOCK,G,N,N,100,N,N,Q,,
ARL,"AMERICAN REALTY INVESTORS, INC. COMMON STOCK",,N,,100,N,,N,ARL,ARL
ARLO,"ARLO TECHNOLOGIES, INC. COMMON STOCK",,N,,100,N,,N,ARLO,ARLO
ARLP,"ALLIANCE RESOURCE PARTNERS, L.P. - COMMON UNITS REPRESENTING LIMITED PARTNERSHIP INTERESTS",Q,N,N,100,N,N,Q,,
ARM,ARM HOLDINGS PLC - AMERICAN DEPOSITARY SHARES,Q,N,N,100,N,N,Q,,
ARMK,ARAMARK COMMON STOCK,,N,,100,N,,N,ARMK,ARMK
AROC,"ARCHROCK, INC. COMMON STOCK",,N,,100,N,,N,AROC,AROC
AROW,ARROW FINANCIAL CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
